obs_datetime,night,mfgID,sig,noise,motusTagID,port,runLen,tagProjID,mfg,tagModel,tagLifespan,tagBI,tagDeployID,tagDeployStart,fullID,deviceID,recvDeployID,recvDeployLat,recvDeployLon,recv,recvDeployName,antType,antBearing,speciesEN,tagProjName,recvProjName
2023-05-07T02:46:47Z,2023-05-08,444.3,-70.6348,-79.699700000000007,59338,4,2,113,Lotek,NTQB2-3-2,216,7.299099922180176,37049,2022-10-20T12:45:00Z,WUR#444.3:7.3@150.1(M.59338),1519,5611,53.6212,0.1306,SG-3206RPI30D24,Spurn Bird Observatory,yagi-6,187.52745,European Starling,WUR,UK-BirdObs
2023-05-07T02:48:00Z,2023-05-08,444.3,-71.1993,-80.8203,59338,4,2,113,Lotek,NTQB2-3-2,216,7.299099922180176,37049,2022-10-20T12:45:00Z,WUR#444.3:7.3@150.1(M.59338),1519,5611,53.6212,0.1306,SG-3206RPI30D24,Spurn Bird Observatory,yagi-6,187.52745,European Starling,WUR,UK-BirdObs
2023-05-09T22:35:40Z,2023-05-09,444.3,-69.2866,-80.911,59338,4,2,113,Lotek,NTQB2-3-2,216,7.299099922180176,37049,2022-10-20T12:45:00Z,WUR#444.3:7.3@150.1(M.59338),1519,5611,53.6212,0.1306,SG-3206RPI30D24,Spurn Bird Observatory,yagi-6,187.52745,European Starling,WUR,UK-BirdObs
2023-05-09T22:36:16Z,2023-05-09,444.3,-67.8302,-79.3718,59338,4,2,113,Lotek,NTQB2-3-2,216,7.299099922180176,37049,2022-10-20T12:45:00Z,WUR#444.3:7.3@150.1(M.59338),1519,5611,53.6212,0.1306,SG-3206RPI30D24,Spurn Bird Observatory,yagi-6,187.52745,European Starling,WUR,UK-BirdObs
2023-05-09T22:41:20Z,2023-05-09,155,-72.3775,-80.4767,69763,1,9,113,Lotek,NTQB2-1-M,67,8.299799919128418,42237,2023-05-02T01:00:00Z,WUR#155:8.3@150.1(M.69763),1519,5611,53.6212,0.1306,SG-3206RPI30D24,Spurn Bird Observatory,yagi-6,345.52747,Nathusius' Pipistrelle,WUR,UK-BirdObs
2023-05-09T22:41:45Z,2023-05-09,155,-71.7254,-80.6259,69763,1,9,113,Lotek,NTQB2-1-M,67,8.299799919128418,42237,2023-05-02T01:00:00Z,WUR#155:8.3@150.1(M.69763),1519,5611,53.6212,0.1306,SG-3206RPI30D24,Spurn Bird Observatory,yagi-6,345.52747,Nathusius' Pipistrelle,WUR,UK-BirdObs
2023-05-09T22:42:51Z,2023-05-09,155,-69.685,-80.1992,69763,1,9,113,Lotek,NTQB2-1-M,67,8.299799919128418,42237,2023-05-02T01:00:00Z,WUR#155:8.3@150.1(M.69763),1519,5611,53.6212,0.1306,SG-3206RPI30D24,Spurn Bird Observatory,yagi-6,345.52747,Nathusius' Pipistrelle,WUR,UK-BirdObs
2023-05-09T22:43:24Z,2023-05-09,155,-69.535,-80.555,69763,1,9,113,Lotek,NTQB2-1-M,67,8.299799919128418,42237,2023-05-02T01:00:00Z,WUR#155:8.3@150.1(M.69763),1519,5611,53.6212,0.1306,SG-3206RPI30D24,Spurn Bird Observatory,yagi-6,345.52747,Nathusius' Pipistrelle,WUR,UK-BirdObs
2023-05-09T22:43:33Z,2023-05-09,155,-69.1485,-80.3099,69763,1,9,113,Lotek,NTQB2-1-M,67,8.299799919128418,42237,2023-05-02T01:00:00Z,WUR#155:8.3@150.1(M.69763),1519,5611,53.6212,0.1306,SG-3206RPI30D24,Spurn Bird Observatory,yagi-6,345.52747,Nathusius' Pipistrelle,WUR,UK-BirdObs
2023-05-09T22:43:58Z,2023-05-09,155,-64.168,-79.935,69763,1,9,113,Lotek,NTQB2-1-M,67,8.299799919128418,42237,2023-05-02T01:00:00Z,WUR#155:8.3@150.1(M.69763),1519,5611,53.6212,0.1306,SG-3206RPI30D24,Spurn Bird Observatory,yagi-6,345.52747,Nathusius' Pipistrelle,WUR,UK-BirdObs
